Customer_ID,Frequency,Recency,Monetary,AOV,PF,ProfitMargin,CLTV,CLTV_Segment,Churn_Prob,Revenue_Risk,Retention_Offer_Flag,VIP_Service_Flag,Time_Based_Trigger,Potential_DropOff
12409.0,4,144,12346.62,3086.655,0.0277777777777777,0.1,3129.525208333333,A,1.0,3129.525208333333,1,1,1,0
12415.0,7,152,19543.84,2791.977142857143,0.0460526315789473,0.1,4693.093157894737,A,0.98,4599.231294736842,1,1,1,0
12931.0,42,357,50291.38,1197.4138095238095,0.1176470588235294,0.1,5141.835770308124,A,1.0,5141.835770308124,1,1,1,0
13081.0,19,360,30867.77,1624.6194736842106,0.0527777777777777,0.1,3129.648902777778,A,1.0,3129.648902777778,1,1,1,0
13089.0,109,368,57912.03,531.3030275229357,0.296195652173913,0.1,5743.992105978261,A,1.0,5743.992105978261,1,1,1,0
13093.0,48,362,47111.18,981.4829166666668,0.1325966850828729,0.1,4750.160414364641,A,1.0,4750.160414364641,1,1,1,0
13694.0,94,361,131443.19,1398.3318085106382,0.260387811634349,0.1,13289.962423822715,A,1.0,13289.962423822715,1,1,1,0
13777.0,37,371,30501.26,824.3583783783785,0.0997304582210242,0.1,3000.7978167115907,A,1.0,3000.7978167115907,1,1,1,0
13798.0,54,359,38683.02,716.3522222222222,0.1504178272980501,0.1,3932.953286908078,A,1.0,3932.953286908078,1,1,1,0
13881.0,23,270,28019.58,1218.2426086956525,0.0851851851851851,0.1,3787.832111111112,A,0.99,3749.953790000001,1,1,1,0
13902.0,5,92,34095.26,6819.052000000001,0.0543478260869565,0.1,13526.923804347827,A,0.94,12715.308376086958,1,1,1,0
14156.0,102,366,196566.74,1927.124901960784,0.2786885245901639,0.1,19602.96724043716,A,1.0,19602.96724043716,1,1,1,0
14298.0,38,352,39667.19,1043.8734210526316,0.1079545454545454,0.1,4113.217144886364,A,1.0,4113.217144886364,1,1,1,0
14646.0,78,362,248396.5,3184.5705128205127,0.2154696132596685,0.1,25045.50345303868,A,1.0,25045.50345303868,1,1,1,0
14911.0,205,373,152147.57,742.183268292683,0.5495978552278821,0.1,14888.43513404826,A,0.98,14590.666431367295,1,1,1,0
15061.0,86,371,83284.38,968.423023255814,0.2318059299191374,0.1,8193.74628032345,A,1.0,8193.74628032345,1,1,1,0
15311.0,121,373,56003.26,462.8368595041322,0.324396782841823,0.1,5480.211769436998,A,1.0,5480.211769436998,1,1,1,0
15769.0,21,357,32451.6,1545.3142857142857,0.0588235294117647,0.1,3317.880672268908,A,1.0,3317.880672268908,1,1,1,0
15838.0,16,357,40519.92,2532.495,0.0448179271708683,0.1,4142.792941176471,A,1.0,4142.792941176471,1,1,1,0
16029.0,47,359,41184.3,876.2617021276596,0.1309192200557103,0.1,4187.261699164345,A,1.0,4187.261699164345,1,1,1,0
16422.0,59,327,28967.07,490.9672881355932,0.1804281345565749,0.1,3233.327385321101,A,1.0,3233.327385321101,1,1,1,0
16684.0,27,352,80489.21,2981.081851851852,0.0767045454545454,0.1,8346.18228693182,A,1.0,8346.18228693182,1,1,1,0
16705.0,22,330,29480.061,1340.0027727272727,0.0666666666666666,0.1,3260.6734136363634,A,1.0,3260.6734136363634,1,1,1,0
16754.0,29,269,65500.07,2258.623103448276,0.1078066914498141,0.1,8887.55596654275,A,1.0,8887.55596654275,1,1,1,0
17381.0,12,179,19726.76,1643.8966666666663,0.0670391061452514,0.1,4022.495754189944,A,0.99,3982.270796648044,1,1,1,0
17448.0,46,147,14556.97,316.45586956521737,0.3129251700680272,0.1,3614.48574829932,A,1.0,3614.48574829932,1,1,1,0
17511.0,31,369,84541.17,2727.1345161290324,0.084010840108401,0.1,8362.473455284553,A,1.0,8362.473455284553,1,1,1,0
17850.0,155,362,51208.87,330.3798064516129,0.4281767955801105,0.1,5163.32529005525,A,1.0,5163.32529005525,1,1,1,0
17940.0,6,291,26286.75,4381.125,0.0206185567010309,0.1,3297.13530927835,A,1.0,3297.13530927835,1,1,1,0
17949.0,74,366,60117.6,812.4,0.2021857923497267,0.1,5995.334426229509,A,0.99,5935.3810819672135,1,1,1,0
18102.0,89,373,349164.35,3923.1949438202246,0.2386058981233244,0.1,34167.55703753352,A,1.0,34167.55703753352,1,1,1,0
