Customer_ID,Frequency,Recency,Monetary,AOV,PF,ProfitMargin,CLTV,CLTV_Segment
12346.0,11,196,372.86,33.89636363636364,0.05612244897959184,0.1,69.43566326530613,D
12347.0,2,37,1323.32,661.66,0.05405405405405406,0.1,1305.4372972972972,A
12349.0,3,181,2671.14,890.38,0.016574585635359115,0.1,538.6553038674033,B
12352.0,2,16,343.8,171.9,0.125,0.1,784.29375,A
12356.0,3,44,3562.25,1187.4166666666667,0.06818181818181818,0.1,2955.0482954545455,A
12358.0,3,356,2719.01,906.3366666666667,0.008426966292134831,0.1,278.77490168539333,C
12359.0,6,308,2563.36,427.2266666666667,0.01948051948051948,0.1,303.7748051948052,B
12360.0,5,276,1590.83,318.166,0.018115942028985508,0.1,210.38150362318845,C
12361.0,3,220,321.35,107.11666666666667,0.013636363636363636,0.1,53.31488636363637,D
12369.0,3,228,1791.15,597.0500000000001,0.013157894736842105,0.1,286.7411184210527,C
12370.0,3,44,774.62,258.20666666666665,0.06818181818181818,0.1,642.5825,A
12371.0,3,235,2179.42,726.4733333333334,0.01276595744680851,0.1,338.5056595744681,B
12373.0,2,49,763.0500000000001,381.52500000000003,0.04081632653061224,0.1,568.3943877551021,B
12374.0,3,166,2246.29,748.7633333333333,0.018072289156626505,0.1,493.9131626506023,B
12376.0,2,28,503.15,251.575,0.07142857142857142,0.1,655.8919642857143,A
12377.0,2,208,1798.2,899.1,0.009615384615384616,0.1,315.5495192307693,B
12379.0,2,112,767.98,383.99,0.017857142857142856,0.1,250.27919642857142,C
12380.0,7,197,6951.49,993.0699999999999,0.03553299492385787,0.1,1287.966421319797,A
12388.0,2,136,1120.45,560.225,0.014705882352941176,0.1,300.70900735294117,B
12389.0,3,253,1433.33,477.77666666666664,0.011857707509881422,0.1,206.78476284584977,C
12391.0,5,198,2312.53,462.50600000000003,0.025252525252525252,0.1,426.2997222222223,B
12393.0,2,46,816.85,408.425,0.043478260869565216,0.1,648.1527173913043,A
12395.0,4,231,2048.64,512.16,0.017316017316017316,0.1,323.70285714285717,B
12399.0,3,259,853.65,284.55,0.011583011583011582,0.1,120.30202702702702,D
12402.0,5,277,1031.3,206.26,0.018050541516245487,0.1,135.89332129963898,D
12406.0,3,297,2975.06,991.6866666666666,0.010101010101010102,0.1,365.6218518518519,B
12408.0,3,112,1452.22,484.0733333333333,0.026785714285714284,0.1,473.268125,B
12409.0,4,144,12346.619999999999,3086.6549999999997,0.027777777777777776,0.1,3129.5252083333335,A
12412.0,3,137,1370.05,456.68333333333334,0.021897810218978103,0.1,365.01332116788325,B
12415.0,7,152,19543.84,2791.977142857143,0.046052631578947366,0.1,4693.093157894737,A
12417.0,11,323,3167.81,287.9827272727273,0.034055727554179564,0.1,357.97233746130036,B
12418.0,3,216,1352.62,450.8733333333333,0.013888888888888888,0.1,228.56773148148147,C
12419.0,2,27,503.01,251.505,0.07407407407407407,0.1,679.995,A
12421.0,2,90,291.56,145.78,0.022222222222222223,0.1,118.24377777777778,D
12422.0,14,327,4428.24,316.30285714285714,0.04281345565749235,0.1,494.2836697247706,B
12423.0,2,78,763.08,381.54,0.02564102564102564,0.1,357.0823076923077,B
12424.0,2,125,1579.07,789.535,0.016,0.1,461.08844,B
12429.0,5,180,3735.51,747.1020000000001,0.027777777777777776,0.1,757.4784166666668,A
12431.0,13,320,4370.52,336.1938461538462,0.040625,0.1,498.51243750000015,B
12433.0,5,110,7205.39,1441.078,0.045454545454545456,0.1,2390.8794090909096,A
12435.0,4,340,6096.04,1524.01,0.011764705882352941,0.1,654.4278235294119,A
12437.0,21,341,7731.99,368.19,0.06158357771260997,0.1,827.6176979472141,A
12439.0,2,43,1158.18,579.09,0.046511627906976744,0.1,983.1062790697675,A
12440.0,2,255,859.2,429.6,0.00784313725490196,0.1,122.98352941176472,D
12449.0,2,28,768.6,384.3,0.07142857142857142,0.1,1001.9250000000001,A
12450.0,3,75,490.32,163.44,0.04,0.1,238.62240000000003,C
12451.0,3,66,3634.36,1211.4533333333334,0.045454545454545456,0.1,2009.9112121212122,A
12454.0,4,25,13151.44,3287.86,0.16,0.1,19201.1024,A
12455.0,4,276,3413.09,853.2725,0.014492753623188406,0.1,451.3687862318841,B
12458.0,2,60,830.09,415.045,0.03333333333333333,0.1,504.9714166666667,B
12468.0,3,156,2941.2,980.4,0.019230769230769232,0.1,688.1653846153847,A
12469.0,2,14,3070.54,1535.27,0.14285714285714285,0.1,8005.336428571429,A
12471.0,49,358,20139.739999999998,411.01510204081626,0.13687150837988826,0.1,2053.353379888268,A
12472.0,13,356,11308.48,869.8830769230769,0.03651685393258427,0.1,1159.4368539325842,A
12474.0,13,288,5048.66,388.35846153846154,0.04513888888888889,0.1,639.8475347222222,A
12476.0,12,105,7298.99,608.2491666666666,0.11428571428571428,0.1,2537.267952380952,A
12477.0,3,223,7056.63,2352.21,0.013452914798206279,0.1,1155.0089461883408,A
12480.0,3,108,2183.2200000000003,727.7400000000001,0.027777777777777776,0.1,737.8475000000002,A
12481.0,6,241,6765.07,1127.5116666666665,0.024896265560165973,0.1,1024.5852904564315,A
12482.0,29,77,23691.4,816.944827586207,0.37662337662337664,0.1,11230.338961038964,A
12483.0,11,298,2635.6,239.6,0.03691275167785235,0.1,322.81677852349,B
12484.0,6,197,1828.43,304.73833333333334,0.030456852791878174,0.1,338.77002538071065,B
12490.0,11,360,4405.71,400.5190909090909,0.030555555555555555,0.1,446.6900416666667,B
12494.0,3,210,626.77,208.92333333333332,0.014285714285714285,0.1,108.93859523809522,D
12497.0,2,244,5205.400000000001,2602.7000000000003,0.00819672131147541,0.1,778.6766393442625,A
12500.0,8,238,1697.39,212.17375,0.03361344537815126,0.1,260.314012605042,C
12504.0,2,179,297.0,148.5,0.0111731843575419,0.1,60.561452513966486,D
12510.0,7,276,4195.45,599.35,0.025362318840579712,0.1,554.833061594203,B
12516.0,2,168,1336.56,668.28,0.011904761904761904,0.1,290.38357142857143,C
12523.0,12,357,2582.38,215.19833333333335,0.03361344537815126,0.1,264.02484593837534,C
12524.0,9,280,6640.39,737.8211111111111,0.03214285714285714,0.1,865.6222678571429,A
12525.0,3,149,973.73,324.57666666666665,0.020134228187919462,0.1,238.5311744966443,C
12527.0,2,34,386.8,193.4,0.058823529411764705,0.1,415.2411764705883,B
12530.0,5,227,2096.98,419.396,0.022026431718061675,0.1,337.17960352422915,B
12533.0,2,110,1367.89,683.945,0.01818181818181818,0.1,453.89077272727275,B
12539.0,3,265,5646.400000000001,1882.1333333333334,0.011320754716981131,0.1,777.7116981132076,A
12540.0,16,353,8854.25,553.390625,0.0453257790368272,0.1,915.5244334277621,A
12542.0,2,156,481.88,240.94,0.01282051282051282,0.1,112.74756410256413,D
12549.0,6,121,1575.68,262.61333333333334,0.049586776859504134,0.1,475.30842975206616,B
12553.0,2,37,916.47,458.235,0.05405405405405406,0.1,904.0852702702704,A
12557.0,4,351,6725.18,1681.295,0.011396011396011397,0.1,699.34207977208,A
12562.0,2,49,1185.18,592.59,0.04081632653061224,0.1,882.8381632653062,A
12567.0,7,299,4308.58,615.5114285714286,0.023411371237458192,0.1,525.963779264214,B
12573.0,4,83,556.87,139.2175,0.04819277108433735,0.1,244.88861445783132,C
12575.0,2,69,622.8199999999999,311.40999999999997,0.028985507246376812,0.1,329.4627536231884,B
12576.0,3,133,826.89,275.63,0.022556390977443608,0.1,226.92845864661655,C
12577.0,5,354,995.9499999999999,199.19,0.014124293785310734,0.1,102.68975988700566,D
12578.0,2,58,1847.94,923.97,0.034482758620689655,0.1,1162.9277586206897,A
12582.0,2,155,1469.04,734.52,0.012903225806451613,0.1,345.9352258064516,B
12583.0,13,359,7166.0599999999995,551.2353846153845,0.036211699164345405,0.1,728.5827019498607,A
12586.0,3,348,1865.73,621.91,0.008620689655172414,0.1,195.68719827586207,C
12588.0,3,198,743.88,247.96,0.015151515151515152,0.1,137.12939393939396,D
12589.0,6,267,4048.98,674.83,0.02247191011235955,0.1,553.5122471910113,B
12591.0,2,18,899.3,449.65,0.1111111111111111,0.1,1823.5805555555555,A
12594.0,5,267,1751.89,350.37800000000004,0.018726591760299626,0.1,239.49058052434464,C
12598.0,3,185,1511.01,503.67,0.016216216216216217,0.1,298.1181891891892,B
12599.0,6,196,1264.14,210.69000000000003,0.030612244897959183,0.1,235.41382653061228,C
