Customer_ID,Frequency,Recency,Monetary,AOV,PF,ProfitMargin,CLTV,CLTV_Segment,Churn_Prob,Revenue_Risk
18102.0,89,373,349164.35,3923.1949438202246,0.2386058981233244,0.1,34167.55703753352,A,1.0,34167.55703753352
14646.0,78,362,248396.5,3184.5705128205127,0.2154696132596685,0.1,25045.50345303868,A,1.0,25045.50345303868
14156.0,102,366,196566.74,1927.124901960784,0.2786885245901639,0.1,19602.96724043716,A,1.0,19602.96724043716
14911.0,205,373,152147.57,742.183268292683,0.5495978552278821,0.1,14888.43513404826,A,0.98,14590.666431367295
13694.0,94,361,131443.19,1398.3318085106382,0.260387811634349,0.1,13289.962423822715,A,1.0,13289.962423822715
13902.0,5,92,34095.26,6819.052000000001,0.0543478260869565,0.1,13526.923804347827,A,0.94,12715.308376086958
16754.0,29,269,65500.07,2258.623103448276,0.1078066914498141,0.1,8887.55596654275,A,1.0,8887.55596654275
17511.0,31,369,84541.17,2727.1345161290324,0.084010840108401,0.1,8362.473455284553,A,1.0,8362.473455284553
16684.0,27,352,80489.21,2981.081851851852,0.0767045454545454,0.1,8346.18228693182,A,1.0,8346.18228693182
15061.0,86,371,83284.38,968.423023255814,0.2318059299191374,0.1,8193.74628032345,A,1.0,8193.74628032345
17949.0,74,366,60117.6,812.4,0.2021857923497267,0.1,5995.334426229509,A,0.99,5935.3810819672135
13089.0,109,368,57912.03,531.3030275229357,0.296195652173913,0.1,5743.992105978261,A,1.0,5743.992105978261
15311.0,121,373,56003.26,462.8368595041322,0.324396782841823,0.1,5480.211769436998,A,1.0,5480.211769436998
17850.0,155,362,51208.87,330.3798064516129,0.4281767955801105,0.1,5163.32529005525,A,1.0,5163.32529005525
12931.0,42,357,50291.38,1197.4138095238095,0.1176470588235294,0.1,5141.835770308124,A,1.0,5141.835770308124
